marker,LG,position,TIG,position,bp,Mbp,,,,LG
TIG062_105819,LG7_LG11,139.7727273,TIG062,105819,6306813,6.306813,,,,
TIG062_105798,LG7_LG11,139.7727273,TIG062,105798,6306834,6.306834,,,,
ENDOFTIG,LG7_LG11,NA,TIG062,0,6412632,6.412632,,,,
TIG017_197627,LG9,0,TIG017,197627,197627,0.197627,,,,
TIG017_197638,LG9,0,TIG017,197638,197638,0.197638,,,,
TIG017_209841,LG9,0,TIG017,209841,209841,0.209841,,,,
TIG017_209846,LG9,0,TIG017,209846,209846,0.209846,,,,
TIG017_232537,LG9,0,TIG017,232537,232537,0.232537,,,,
TIG017_232583,LG9,0,TIG017,232583,232583,0.232583,,,,
TIG017_233180,LG9,0,TIG017,233180,233180,0.23318,,,,
TIG017_233233,LG9,0,TIG017,233233,233233,0.233233,,,,
TIG017_233285,LG9,0,TIG017,233285,233285,0.233285,,,,
TIG017_233313,LG9,0,TIG017,233313,233313,0.233313,,,,
TIG017_233338,LG9,0,TIG017,233338,233338,0.233338,,,,
TIG017_233462,LG9,0,TIG017,233462,233462,0.233462,,,,
TIG017_242200,LG9,0,TIG017,242200,242200,0.2422,,,,
TIG017_242225,LG9,0,TIG017,242225,242225,0.242225,,,,
TIG017_242248,LG9,0,TIG017,242248,242248,0.242248,,,,
TIG017_257252,LG9,0,TIG017,257252,257252,0.257252,,,,
TIG017_260791,LG9,0,TIG017,260791,260791,0.260791,,,,
TIG017_287937,LG9,0,TIG017,287937,287937,0.287937,,,,
TIG017_288010,LG9,0,TIG017,288010,288010,0.28801,,,,
TIG017_380445,LG9,0,TIG017,380445,380445,0.380445,,,,
TIG017_380473,LG9,0,TIG017,380473,380473,0.380473,,,,
TIG017_380545,LG9,0,TIG017,380545,380545,0.380545,,,,
TIG017_380554,LG9,0,TIG017,380554,380554,0.380554,,,,
TIG017_395787,LG9,0,TIG017,395787,395787,0.395787,,,,
TIG017_395826,LG9,0,TIG017,395826,395826,0.395826,,,,
TIG017_395834,LG9,0,TIG017,395834,395834,0.395834,,,,
TIG017_395889,LG9,0,TIG017,395889,395889,0.395889,,,,
TIG017_395895,LG9,0,TIG017,395895,395895,0.395895,,,,
TIG017_396118,LG9,0,TIG017,396118,396118,0.396118,,,,
TIG017_418943,LG9,0,TIG017,418943,418943,0.418943,,,,
TIG017_451009,LG9,0,TIG017,451009,451009,0.451009,,,,
TIG017_451014,LG9,0,TIG017,451014,451014,0.451014,,,,
TIG017_464817,LG9,0,TIG017,464817,464817,0.464817,,,,
TIG017_470820,LG9,1.136363636,TIG017,470820,470820,0.47082,,,,
TIG017_470975,LG9,1.136363636,TIG017,470975,470975,0.470975,,,,
TIG017_471181,LG9,2.272727273,TIG017,471181,471181,0.471181,,,,
TIG017_471208,LG9,2.272727273,TIG017,471208,471208,0.471208,,,,
TIG017_570883,LG9,10.22727273,TIG017,570883,570883,0.570883,,,,
TIG017_603034,LG9,10.22727273,TIG017,603034,603034,0.603034,,,,
TIG017_606906,LG9,10.22727273,TIG017,606906,606906,0.606906,,,,
TIG017_607068,LG9,10.22727273,TIG017,607068,607068,0.607068,,,,
TIG017_607864,LG9,10.22727273,TIG017,607864,607864,0.607864,,,,
TIG017_607976,LG9,10.22727273,TIG017,607976,607976,0.607976,,,,
TIG017_608004,LG9,10.22727273,TIG017,608004,608004,0.608004,,,,
TIG017_608028,LG9,10.22727273,TIG017,608028,608028,0.608028,,,,
TIG017_630494,LG9,10.22727273,TIG017,630494,630494,0.630494,,,,
TIG017_637376,LG9,10.22727273,TIG017,637376,637376,0.637376,,,,
TIG017_637466,LG9,10.22727273,TIG017,637466,637466,0.637466,,,,
TIG017_646606,LG9,10.22727273,TIG017,646606,646606,0.646606,,,,
TIG017_646781,LG9,10.22727273,TIG017,646781,646781,0.646781,,,,
TIG017_648335,LG9,10.22727273,TIG017,648335,648335,0.648335,,,,
TIG017_702200,LG9,10.22727273,TIG017,702200,702200,0.7022,,,,
TIG017_702402,LG9,10.22727273,TIG017,702402,702402,0.702402,,,,
ENDOFTIG,LG9,NA,TIG017,0,807358,0.807358,,,,
TIG120_22281,LG9,10.22727273,TIG120,22281,829639,0.829639,,,,
TIG120_22302,LG9,10.22727273,TIG120,22302,829660,0.82966,,,,
TIG120_22308,LG9,10.22727273,TIG120,22308,829666,0.829666,,,,
TIG120_22323,LG9,10.22727273,TIG120,22323,829681,0.829681,,,,
TIG120_22588,LG9,10.22727273,TIG120,22588,829946,0.829946,,,,
TIG120_22614,LG9,10.22727273,TIG120,22614,829972,0.829972,,,,
TIG120_22624,LG9,10.22727273,TIG120,22624,829982,0.829982,,,,
TIG120_101457,LG9,11.36363636,TIG120,101457,908815,0.908815,,,,
TIG120_101538,LG9,11.36363636,TIG120,101538,908896,0.908896,,,,
TIG120_101576,LG9,11.36363636,TIG120,101576,908934,0.908934,,,,
TIG120_103228,LG9,11.36363636,TIG120,103228,910586,0.910586,,,,
TIG120_103239,LG9,11.36363636,TIG120,103239,910597,0.910597,,,,
TIG120_103250,LG9,11.36363636,TIG120,103250,910608,0.910608,,,,
TIG120_103266,LG9,11.36363636,TIG120,103266,910624,0.910624,,,,
TIG120_103281,LG9,11.36363636,TIG120,103281,910639,0.910639,,,,
TIG120_103302,LG9,11.36363636,TIG120,103302,910660,0.91066,,,,
TIG120_103307,LG9,11.36363636,TIG120,103307,910665,0.910665,,,,
TIG120_103312,LG9,11.36363636,TIG120,103312,910670,0.91067,,,,
TIG120_109509,LG9,11.36363636,TIG120,109509,916867,0.916867,,,,
TIG120_109531,LG9,11.36363636,TIG120,109531,916889,0.916889,,,,
TIG120_109590,LG9,11.36363636,TIG120,109590,916948,0.916948,,,,
TIG120_116980,LG9,11.36363636,TIG120,116980,924338,0.924338,,,,
TIG120_117008,LG9,11.36363636,TIG120,117008,924366,0.924366,,,,
TIG120_117055,LG9,11.36363636,TIG120,117055,924413,0.924413,,,,
TIG120_125039,LG9,11.36363636,TIG120,125039,932397,0.932397,,,,
TIG120_238540,LG9,11.36363636,TIG120,238540,1045898,1.045898,,,,
TIG120_238586,LG9,11.36363636,TIG120,238586,1045944,1.045944,,,,
TIG120_238600,LG9,11.36363636,TIG120,238600,1045958,1.045958,,,,
TIG120_238624,LG9,11.36363636,TIG120,238624,1045982,1.045982,,,,
TIG120_238659,LG9,11.36363636,TIG120,238659,1046017,1.046017,,,,
TIG120_238686,LG9,11.36363636,TIG120,238686,1046044,1.046044,,,,
TIG120_285373,LG9,11.36363636,TIG120,285373,1092731,1.092731,,,,
TIG120_285904,LG9,11.36363636,TIG120,285904,1093262,1.093262,,,,
TIG120_305442,LG9,11.36363636,TIG120,305442,1112800,1.1128,,,,
TIG120_307559,LG9,11.36363636,TIG120,307559,1114917,1.114917,,,,
TIG120_442570,LG9,19.31818182,TIG120,442570,1249928,1.249928,,,,
TIG120_446350,LG9,19.31818182,TIG120,446350,1253708,1.253708,,,,
TIG120_473319,LG9,19.31818182,TIG120,473319,1280677,1.280677,,,,
TIG120_473326,LG9,19.31818182,TIG120,473326,1280684,1.280684,,,,
TIG120_473404,LG9,19.31818182,TIG120,473404,1280762,1.280762,,,,
TIG120_473435,LG9,19.31818182,TIG120,473435,1280793,1.280793,,,,
TIG120_473491,LG9,19.31818182,TIG120,473491,1280849,1.280849,,,,
TIG120_473504,LG9,19.31818182,TIG120,473504,1280862,1.280862,,,,
TIG120_473514,LG9,19.31818182,TIG120,473514,1280872,1.280872,,,,
TIG120_473541,LG9,19.31818182,TIG120,473541,1280899,1.280899,,,,
TIG120_475218,LG9,19.31818182,TIG120,475218,1282576,1.282576,,,,
TIG120_475225,LG9,19.31818182,TIG120,475225,1282583,1.282583,,,,
TIG120_568798,LG9,19.31818182,TIG120,568798,1376156,1.376156,,,,
TIG120_568799,LG9,19.31818182,TIG120,568799,1376157,1.376157,,,,
TIG120_574547,LG9,19.31818182,TIG120,574547,1381905,1.381905,,,,
TIG120_574567,LG9,19.31818182,TIG120,574567,1381925,1.381925,,,,
TIG120_574615,LG9,19.31818182,TIG120,574615,1381973,1.381973,,,,
TIG120_574751,LG9,19.31818182,TIG120,574751,1382109,1.382109,,,,
TIG120_862678,LG9,28.40909091,TIG120,862678,1670036,1.670036,,,,
TIG120_994955,LG9,28.40909091,TIG120,994955,1802313,1.802313,,,,
TIG120_1065042,LG9,28.40909091,TIG120,1065042,1872400,1.8724,,,,
TIG120_1065056,LG9,28.40909091,TIG120,1065056,1872414,1.872414,,,,
TIG120_1065061,LG9,28.40909091,TIG120,1065061,1872419,1.872419,,,,
TIG120_1065091,LG9,28.40909091,TIG120,1065091,1872449,1.872449,,,,
TIG120_1065106,LG9,28.40909091,TIG120,1065106,1872464,1.872464,,,,
TIG120_1065115,LG9,28.40909091,TIG120,1065115,1872473,1.872473,,,,
TIG120_1065147,LG9,28.40909091,TIG120,1065147,1872505,1.872505,,,,
TIG120_1428876,LG9,28.40909091,TIG120,1428876,2236234,2.236234,,,,
TIG120_1435445,LG9,28.40909091,TIG120,1435445,2242803,2.242803,,,,
TIG120_1440488,LG9,28.40909091,TIG120,1440488,2247846,2.247846,,,,
TIG120_1465046,LG9,28.40909091,TIG120,1465046,2272404,2.272404,,,,
TIG120_1465104,LG9,28.40909091,TIG120,1465104,2272462,2.272462,,,,
TIG120_1520781,LG9,28.40909091,TIG120,1520781,2328139,2.328139,,,,
TIG120_1526604,LG9,28.40909091,TIG120,1526604,2333962,2.333962,,,,
TIG120_1526950,LG9,28.40909091,TIG120,1526950,2334308,2.334308,,,,
TIG120_1526989,LG9,28.40909091,TIG120,1526989,2334347,2.334347,,,,
TIG120_1527009,LG9,28.40909091,TIG120,1527009,2334367,2.334367,,,,
TIG120_1546495,LG9,28.40909091,TIG120,1546495,2353853,2.353853,,,,
TIG120_1606179,LG9,28.40909091,TIG120,1606179,2413537,2.413537,,,,
TIG120_1646678,LG9,28.40909091,TIG120,1646678,2454036,2.454036,,,,
TIG120_1886174,LG9,36.36363636,TIG120,1886174,2693532,2.693532,,,,
TIG120_1886198,LG9,36.36363636,TIG120,1886198,2693556,2.693556,,,,
TIG120_1902565,LG9,36.36363636,TIG120,1902565,2709923,2.709923,,,,
TIG120_1902611,LG9,36.36363636,TIG120,1902611,2709969,2.709969,,,,
TIG120_2205495,LG9,54.54545455,TIG120,2205495,3012853,3.012853,,,,
TIG120_2205529,LG9,54.54545455,TIG120,2205529,3012887,3.012887,,,,
TIG120_2322173,LG9,55.68181818,TIG120,2322173,3129531,3.129531,,,,
TIG120_2322183,LG9,55.68181818,TIG120,2322183,3129541,3.129541,,,,
TIG120_2555071,LG9,61.36363636,TIG120,2555071,3362429,3.362429,,,,
TIG120_2555135,LG9,61.36363636,TIG120,2555135,3362493,3.362493,,,,
TIG120_2555209,LG9,61.36363636,TIG120,2555209,3362567,3.362567,,,,
TIG120_2666668,LG9,61.36363636,TIG120,2666668,3474026,3.474026,,,,
TIG120_2666691,LG9,61.36363636,TIG120,2666691,3474049,3.474049,,,,
TIG120_2786240,LG9,61.36363636,TIG120,2786240,3593598,3.593598,,,,
TIG120_2855829,LG9,61.36363636,TIG120,2855829,3663187,3.663187,,,,
TIG120_2855874,LG9,61.36363636,TIG120,2855874,3663232,3.663232,,,,
TIG120_2855922,LG9,61.36363636,TIG120,2855922,3663280,3.66328,,,,
TIG120_2919979,LG9,61.36363636,TIG120,2919979,3727337,3.727337,,,,
TIG120_2920066,LG9,61.36363636,TIG120,2920066,3727424,3.727424,,,,
TIG120_3070537,LG9,69.31818182,TIG120,3070537,3877895,3.877895,,,,
TIG120_3075672,LG9,69.31818182,TIG120,3075672,3883030,3.88303,,,,
TIG120_3138876,LG9,70.45454545,TIG120,3138876,3946234,3.946234,,,,
TIG120_3138963,LG9,70.45454545,TIG120,3138963,3946321,3.946321,,,,
TIG120_3142008,LG9,70.45454545,TIG120,3142008,3949366,3.949366,,,,
TIG120_3142195,LG9,70.45454545,TIG120,3142195,3949553,3.949553,,,,
TIG120_3142203,LG9,70.45454545,TIG120,3142203,3949561,3.949561,,,,
TIG120_3151419,LG9,70.45454545,TIG120,3151419,3958777,3.958777,,,,
TIG120_3151439,LG9,70.45454545,TIG120,3151439,3958797,3.958797,,,,
TIG120_3151511,LG9,70.45454545,TIG120,3151511,3958869,3.958869,,,,
TIG120_3153371,LG9,70.45454545,TIG120,3153371,3960729,3.960729,,,,
TIG120_3153385,LG9,70.45454545,TIG120,3153385,3960743,3.960743,,,,
TIG120_3153418,LG9,70.45454545,TIG120,3153418,3960776,3.960776,,,,
TIG120_3338151,LG9,76.13636364,TIG120,3338151,4145509,4.145509,,,,
TIG120_3364088,LG9,76.13636364,TIG120,3364088,4171446,4.171446,,,,
TIG120_3497138,LG9,87.5,TIG120,3497138,4304496,4.304496,,,,
TIG120_3497156,LG9,87.5,TIG120,3497156,4304514,4.304514,,,,
TIG120_3497163,LG9,87.5,TIG120,3497163,4304521,4.304521,,,,
TIG120_3497190,LG9,87.5,TIG120,3497190,4304548,4.304548,,,,
TIG120_3497196,LG9,87.5,TIG120,3497196,4304554,4.304554,,,,
TIG120_3497230,LG9,87.5,TIG120,3497230,4304588,4.304588,,,,
TIG120_3529376,LG9,87.5,TIG120,3529376,4336734,4.336734,,,,
TIG120_3556976,LG9,88.63636364,TIG120,3556976,4364334,4.364334,,,,
TIG120_3557032,LG9,88.63636364,TIG120,3557032,4364390,4.36439,,,,
TIG120_3600013,LG9,88.63636364,TIG120,3600013,4407371,4.407371,,,,
TIG120_3600062,LG9,88.63636364,TIG120,3600062,4407420,4.40742,,,,
TIG120_3600082,LG9,88.63636364,TIG120,3600082,4407440,4.40744,,,,
TIG120_3644499,LG9,88.63636364,TIG120,3644499,4451857,4.451857,,,,
TIG120_3644532,LG9,88.63636364,TIG120,3644532,4451890,4.45189,,,,
TIG120_3644699,LG9,88.63636364,TIG120,3644699,4452057,4.452057,,,,
TIG120_3644748,LG9,88.63636364,TIG120,3644748,4452106,4.452106,,,,
TIG120_4062718,LG9,92.04545455,TIG120,4062718,4870076,4.870076,,,,
TIG120_4062765,LG9,92.04545455,TIG120,4062765,4870123,4.870123,,,,
TIG120_4062772,LG9,92.04545455,TIG120,4062772,4870130,4.87013,,,,
TIG120_4064062,LG9,92.04545455,TIG120,4064062,4871420,4.87142,,,,
TIG120_4070851,LG9,94.31818182,TIG120,4070851,4878209,4.878209,,,,
TIG120_4091951,LG9,95.45454545,TIG120,4091951,4899309,4.899309,,,,
TIG120_4094694,LG9,95.45454545,TIG120,4094694,4902052,4.902052,,,,
TIG120_4094746,LG9,95.45454545,TIG120,4094746,4902104,4.902104,,,,
TIG120_4094883,LG9,95.45454545,TIG120,4094883,4902241,4.902241,,,,
TIG120_4103782,LG9,95.45454545,TIG120,4103782,4911140,4.91114,,,,
TIG120_4103796,LG9,95.45454545,TIG120,4103796,4911154,4.911154,,,,
TIG120_4103869,LG9,95.45454545,TIG120,4103869,4911227,4.911227,,,,
TIG120_4136945,LG9,95.45454545,TIG120,4136945,4944303,4.944303,,,,
TIG120_4185126,LG9,95.45454545,TIG120,4185126,4992484,4.992484,,,,
TIG120_4185142,LG9,95.45454545,TIG120,4185142,4992500,4.9925,,,,
TIG120_4203215,LG9,95.45454545,TIG120,4203215,5010573,5.010573,,,,
TIG120_4209838,LG9,95.45454545,TIG120,4209838,5017196,5.017196,,,,
TIG120_4213583,LG9,95.45454545,TIG120,4213583,5020941,5.020941,,,,
TIG120_4239758,LG9,95.45454545,TIG120,4239758,5047116,5.047116,,,,
TIG120_4239766,LG9,95.45454545,TIG120,4239766,5047124,5.047124,,,,
TIG120_4289625,LG9,95.45454545,TIG120,4289625,5096983,5.096983,,,,
TIG120_4289736,LG9,95.45454545,TIG120,4289736,5097094,5.097094,,,,
TIG120_4385963,LG9,107.9545455,TIG120,4385963,5193321,5.193321,,,,
TIG120_4406861,LG9,107.9545455,TIG120,4406861,5214219,5.214219,,,,
ENDOFTIG,LG9,NA,TIG120,0,5319968,5.319968,,,,
TIG058_20151,LG10_TIG058,0,TIG058,20151,20151,0.020151,,,,
TIG058_20199,LG10_TIG058,0,TIG058,20199,20199,0.020199,,,,
TIG058_20422,LG10_TIG058,0,TIG058,20422,20422,0.020422,,,,
TIG058_20854,LG10_TIG058,0,TIG058,20854,20854,0.020854,,,,
TIG058_37744,LG10_TIG058,0,TIG058,37744,37744,0.037744,,,,
TIG058_37774,LG10_TIG058,0,TIG058,37774,37774,0.037774,,,,
TIG058_37808,LG10_TIG058,0,TIG058,37808,37808,0.037808,,,,
TIG058_37941,LG10_TIG058,0,TIG058,37941,37941,0.037941,,,,
TIG058_37962,LG10_TIG058,0,TIG058,37962,37962,0.037962,,,,
TIG058_48220,LG10_TIG058,0,TIG058,48220,48220,0.04822,,,,
TIG058_48264,LG10_TIG058,0,TIG058,48264,48264,0.048264,,,,
TIG058_48281,LG10_TIG058,0,TIG058,48281,48281,0.048281,,,,
TIG058_48307,LG10_TIG058,0,TIG058,48307,48307,0.048307,,,,
TIG058_255214,LG10_TIG058,18.18181818,TIG058,255214,255214,0.255214,,,,
TIG058_322719,LG10_TIG058,21.59090909,TIG058,322719,322719,0.322719,,,,
ENDOFTIG,LG10_TIG058,NA,TIG058,0,426563,0.426563,,,,
TIG019_72179,LG10_TIG058,23.86363636,TIG019,72179,498742,0.498742,,,,
TIG019_161655,LG10_TIG058,23.86363636,TIG019,161655,588218,0.588218,,,,
TIG019_168864,LG10_TIG058,25,TIG019,168864,595427,0.595427,,,,
TIG019_294390,LG10_TIG058,25,TIG019,294390,720953,0.720953,,,,
TIG019_294411,LG10_TIG058,25,TIG019,294411,720974,0.720974,,,,
TIG019_294438,LG10_TIG058,25,TIG019,294438,721001,0.721001,,,,
TIG019_294451,LG10_TIG058,25,TIG019,294451,721014,0.721014,,,,
TIG019_296476,LG10_TIG058,25,TIG019,296476,723039,0.723039,,,,
TIG019_296500,LG10_TIG058,25,TIG019,296500,723063,0.723063,,,,
TIG019_296535,LG10_TIG058,25,TIG019,296535,723098,0.723098,,,,
TIG019_296550,LG10_TIG058,25,TIG019,296550,723113,0.723113,,,,
TIG019_332648,LG10_TIG058,25,TIG019,332648,759211,0.759211,,,,
TIG019_332654,LG10_TIG058,25,TIG019,332654,759217,0.759217,,,,
TIG019_332698,LG10_TIG058,25,TIG019,332698,759261,0.759261,,,,
TIG019_337325,LG10_TIG058,25,TIG019,337325,763888,0.763888,,,,
TIG019_337343,LG10_TIG058,25,TIG019,337343,763906,0.763906,,,,
TIG019_337366,LG10_TIG058,25,TIG019,337366,763929,0.763929,,,,
TIG019_337514,LG10_TIG058,25,TIG019,337514,764077,0.764077,,,,
TIG019_337556,LG10_TIG058,25,TIG019,337556,764119,0.764119,,,,
TIG019_337571,LG10_TIG058,25,TIG019,337571,764134,0.764134,,,,
TIG019_337580,LG10_TIG058,25,TIG019,337580,764143,0.764143,,,,
TIG019_496533,LG10_TIG058,26.13636364,TIG019,496533,923096,0.923096,,,,
TIG019_621170,LG10_TIG058,27.27272727,TIG019,621170,1047733,1.047733,,,,
TIG019_645296,LG10_TIG058,27.27272727,TIG019,645296,1071859,1.071859,,,,
TIG019_750661,LG10_TIG058,36.36363636,TIG019,750661,1177224,1.177224,,,,
TIG019_750766,LG10_TIG058,36.36363636,TIG019,750766,1177329,1.177329,,,,
TIG019_775236,LG10_TIG058,36.36363636,TIG019,775236,1201799,1.201799,,,,
TIG019_813150,LG10_TIG058,36.36363636,TIG019,813150,1239713,1.239713,,,,
TIG019_813267,LG10_TIG058,36.36363636,TIG019,813267,1239830,1.23983,,,,
TIG019_813277,LG10_TIG058,36.36363636,TIG019,813277,1239840,1.23984,,,,
TIG019_845775,LG10_TIG058,36.36363636,TIG019,845775,1272338,1.272338,,,,
TIG019_845802,LG10_TIG058,36.36363636,TIG019,845802,1272365,1.272365,,,,
TIG019_845821,LG10_TIG058,36.36363636,TIG019,845821,1272384,1.272384,,,,
TIG019_848161,LG10_TIG058,36.36363636,TIG019,848161,1274724,1.274724,,,,
TIG019_861117,LG10_TIG058,36.36363636,TIG019,861117,1287680,1.28768,,,,
TIG019_861202,LG10_TIG058,36.36363636,TIG019,861202,1287765,1.287765,,,,
TIG019_911367,LG10_TIG058,36.36363636,TIG019,911367,1337930,1.33793,,,,
TIG019_911393,LG10_TIG058,36.36363636,TIG019,911393,1337956,1.337956,,,,
TIG019_916258,LG10_TIG058,36.36363636,TIG019,916258,1342821,1.342821,,,,
TIG019_916265,LG10_TIG058,36.36363636,TIG019,916265,1342828,1.342828,,,,
TIG019_921270,LG10_TIG058,36.36363636,TIG019,921270,1347833,1.347833,,,,
TIG019_924972,LG10_TIG058,36.36363636,TIG019,924972,1351535,1.351535,,,,
TIG019_925192,LG10_TIG058,36.36363636,TIG019,925192,1351755,1.351755,,,,
TIG019_925272,LG10_TIG058,36.36363636,TIG019,925272,1351835,1.351835,,,,
TIG019_1010945,LG10_TIG058,36.36363636,TIG019,1010945,1437508,1.437508,,,,
TIG019_1010969,LG10_TIG058,36.36363636,TIG019,1010969,1437532,1.437532,,,,
TIG019_1064217,LG10_TIG058,36.36363636,TIG019,1064217,1490780,1.49078,,,,
TIG019_1080445,LG10_TIG058,36.36363636,TIG019,1080445,1507008,1.507008,,,,
TIG019_1192793,LG10_TIG058,36.36363636,TIG019,1192793,1619356,1.619356,,,,
TIG019_1611663,LG10_TIG058,37.5,TIG019,1611663,2038226,2.038226,,,,
TIG019_1611685,LG10_TIG058,37.5,TIG019,1611685,2038248,2.038248,,,,
TIG019_1611716,LG10_TIG058,37.5,TIG019,1611716,2038279,2.038279,,,,
TIG019_1611731,LG10_TIG058,37.5,TIG019,1611731,2038294,2.038294,,,,
TIG019_1611761,LG10_TIG058,37.5,TIG019,1611761,2038324,2.038324,,,,
TIG019_1671521,LG10_TIG058,37.5,TIG019,1671521,2098084,2.098084,,,,
TIG019_1731291,LG10_TIG058,37.5,TIG019,1731291,2157854,2.157854,,,,
TIG019_2036560,LG10_TIG058,55.68181818,TIG019,2036560,2463123,2.463123,,,,
TIG019_2096897,LG10_TIG058,55.68181818,TIG019,2096897,2523460,2.52346,,,,
TIG019_2096938,LG10_TIG058,55.68181818,TIG019,2096938,2523501,2.523501,,,,
TIG019_2097003,LG10_TIG058,55.68181818,TIG019,2097003,2523566,2.523566,,,,
TIG019_2117204,LG10_TIG058,55.68181818,TIG019,2117204,2543767,2.543767,,,,
TIG019_2117331,LG10_TIG058,55.68181818,TIG019,2117331,2543894,2.543894,,,,
TIG019_2164958,LG10_TIG058,55.68181818,TIG019,2164958,2591521,2.591521,,,,
TIG019_2164968,LG10_TIG058,55.68181818,TIG019,2164968,2591531,2.591531,,,,
TIG019_2245302,LG10_TIG058,55.68181818,TIG019,2245302,2671865,2.671865,,,,
TIG019_2248584,LG10_TIG058,55.68181818,TIG019,2248584,2675147,2.675147,,,,
TIG019_2248639,LG10_TIG058,55.68181818,TIG019,2248639,2675202,2.675202,,,,
TIG019_2263049,LG10_TIG058,55.68181818,TIG019,2263049,2689612,2.689612,,,,
TIG019_2272774,LG10_TIG058,55.68181818,TIG019,2272774,2699337,2.699337,,,,
TIG019_2328026,LG10_TIG058,55.68181818,TIG019,2328026,2754589,2.754589,,,,
TIG019_2328066,LG10_TIG058,55.68181818,TIG019,2328066,2754629,2.754629,,,,
TIG019_2328165,LG10_TIG058,55.68181818,TIG019,2328165,2754728,2.754728,,,,
TIG019_2328177,LG10_TIG058,55.68181818,TIG019,2328177,2754740,2.75474,,,,
TIG019_2342343,LG10_TIG058,55.68181818,TIG019,2342343,2768906,2.768906,,,,
TIG019_2357544,LG10_TIG058,55.68181818,TIG019,2357544,2784107,2.784107,,,,
TIG019_2357553,LG10_TIG058,55.68181818,TIG019,2357553,2784116,2.784116,,,,
TIG019_2357588,LG10_TIG058,55.68181818,TIG019,2357588,2784151,2.784151,,,,
TIG019_2527460,LG10_TIG058,60.22727273,TIG019,2527460,2954023,2.954023,,,,
TIG019_2531735,LG10_TIG058,60.22727273,TIG019,2531735,2958298,2.958298,,,,
TIG019_2531756,LG10_TIG058,60.22727273,TIG019,2531756,2958319,2.958319,,,,
TIG019_2663621,LG10_TIG058,61.36363636,TIG019,2663621,3090184,3.090184,,,,
TIG019_2766571,LG10_TIG058,61.36363636,TIG019,2766571,3193134,3.193134,,,,
TIG019_2930038,LG10_TIG058,76.13636364,TIG019,2930038,3356601,3.356601,,,,
TIG019_2954035,LG10_TIG058,78.40909091,TIG019,2954035,3380598,3.380598,,,,
TIG019_2956145,LG10_TIG058,78.40909091,TIG019,2956145,3382708,3.382708,,,,
TIG019_2990124,LG10_TIG058,80.68181818,TIG019,2990124,3416687,3.416687,,,,
TIG019_2997210,LG10_TIG058,80.68181818,TIG019,2997210,3423773,3.423773,,,,
TIG019_2999370,LG10_TIG058,80.68181818,TIG019,2999370,3425933,3.425933,,,,
TIG019_3006329,LG10_TIG058,80.68181818,TIG019,3006329,3432892,3.432892,,,,
TIG019_3016490,LG10_TIG058,80.68181818,TIG019,3016490,3443053,3.443053,,,,
TIG019_3016597,LG10_TIG058,80.68181818,TIG019,3016597,3443160,3.44316,,,,
TIG019_3016607,LG10_TIG058,80.68181818,TIG019,3016607,3443170,3.44317,,,,
TIG019_3016685,LG10_TIG058,80.68181818,TIG019,3016685,3443248,3.443248,,,,
TIG019_3021666,LG10_TIG058,80.68181818,TIG019,3021666,3448229,3.448229,,,,
TIG019_3021916,LG10_TIG058,80.68181818,TIG019,3021916,3448479,3.448479,,,,
TIG019_3021950,LG10_TIG058,80.68181818,TIG019,3021950,3448513,3.448513,,,,
TIG019_3021972,LG10_TIG058,80.68181818,TIG019,3021972,3448535,3.448535,,,,
TIG019_3273747,LG10_TIG058,87.5,TIG019,3273747,3700310,3.70031,,,,
TIG019_3307016,LG10_TIG058,87.5,TIG019,3307016,3733579,3.733579,,,,
TIG019_3307021,LG10_TIG058,87.5,TIG019,3307021,3733584,3.733584,,,,
TIG019_3307422,LG10_TIG058,87.5,TIG019,3307422,3733985,3.733985,,,,
TIG019_3319905,LG10_TIG058,87.5,TIG019,3319905,3746468,3.746468,,,,
TIG019_3361566,LG10_TIG058,88.63636364,TIG019,3361566,3788129,3.788129,,,,
TIG019_3361593,LG10_TIG058,88.63636364,TIG019,3361593,3788156,3.788156,,,,
TIG019_3378005,LG10_TIG058,88.63636364,TIG019,3378005,3804568,3.804568,,,,
TIG019_3378021,LG10_TIG058,88.63636364,TIG019,3378021,3804584,3.804584,,,,
TIG019_3378029,LG10_TIG058,88.63636364,TIG019,3378029,3804592,3.804592,,,,
TIG019_3378215,LG10_TIG058,88.63636364,TIG019,3378215,3804778,3.804778,,,,
TIG019_3472751,LG10_TIG058,88.63636364,TIG019,3472751,3899314,3.899314,,,,
TIG019_3508249,LG10_TIG058,88.63636364,TIG019,3508249,3934812,3.934812,,,,
TIG019_3523339,LG10_TIG058,88.63636364,TIG019,3523339,3949902,3.949902,,,,
TIG019_3523345,LG10_TIG058,88.63636364,TIG019,3523345,3949908,3.949908,,,,
TIG019_3535960,LG10_TIG058,88.63636364,TIG019,3535960,3962523,3.962523,,,,
TIG019_3535970,LG10_TIG058,88.63636364,TIG019,3535970,3962533,3.962533,,,,
TIG019_3683765,LG10_TIG058,88.63636364,TIG019,3683765,4110328,4.110328,,,,
TIG019_3683780,LG10_TIG058,88.63636364,TIG019,3683780,4110343,4.110343,,,,
TIG019_3714482,LG10_TIG058,88.63636364,TIG019,3714482,4141045,4.141045,,,,
TIG019_3715275,LG10_TIG058,88.63636364,TIG019,3715275,4141838,4.141838,,,,
TIG019_3715295,LG10_TIG058,88.63636364,TIG019,3715295,4141858,4.141858,,,,
