N,marker1,marker2,TIG_marker1,position in bp_marker1,markerdist,genetic_distance,LG
0,TIG120_2555135,TIG120_2555209,TIG120,2555135,74,0,LG9
0,TIG120_2555209,TIG120_2666668,TIG120,2555209,111459,0,LG9
0,TIG120_2666668,TIG120_2666691,TIG120,2666668,23,0,LG9
0,TIG120_2666691,TIG120_2786240,TIG120,2666691,119549,0,LG9
0,TIG120_2786240,TIG120_2855829,TIG120,2786240,69589,0,LG9
0,TIG120_2855829,TIG120_2855874,TIG120,2855829,45,0,LG9
0,TIG120_2855874,TIG120_2855922,TIG120,2855874,48,0,LG9
0,TIG120_2855922,TIG120_2919979,TIG120,2855922,64057,0,LG9
0,TIG120_2919979,TIG120_2920066,TIG120,2919979,87,0,LG9
7,TIG120_2920066,TIG120_3070537,TIG120,2920066,150471,7.95454546,LG9
0,TIG120_3070537,TIG120_3075672,TIG120,3070537,5135,0,LG9
1,TIG120_3075672,TIG120_3138876,TIG120,3075672,63204,1.13636363,LG9
0,TIG120_3138876,TIG120_3138963,TIG120,3138876,87,0,LG9
0,TIG120_3138963,TIG120_3142008,TIG120,3138963,3045,0,LG9
0,TIG120_3142008,TIG120_3142195,TIG120,3142008,187,0,LG9
0,TIG120_3142195,TIG120_3142203,TIG120,3142195,8,0,LG9
0,TIG120_3142203,TIG120_3151419,TIG120,3142203,9216,0,LG9
0,TIG120_3151419,TIG120_3151439,TIG120,3151419,20,0,LG9
0,TIG120_3151439,TIG120_3151511,TIG120,3151439,72,0,LG9
0,TIG120_3151511,TIG120_3153371,TIG120,3151511,1860,0,LG9
0,TIG120_3153371,TIG120_3153385,TIG120,3153371,14,0,LG9
0,TIG120_3153385,TIG120_3153418,TIG120,3153385,33,0,LG9
5,TIG120_3153418,TIG120_3338151,TIG120,3153418,184733,5.68181819,LG9
0,TIG120_3338151,TIG120_3364088,TIG120,3338151,25937,0,LG9
10,TIG120_3364088,TIG120_3497138,TIG120,3364088,133050,11.36363636,LG9
0,TIG120_3497138,TIG120_3497156,TIG120,3497138,18,0,LG9
0,TIG120_3497156,TIG120_3497163,TIG120,3497156,7,0,LG9
0,TIG120_3497163,TIG120_3497190,TIG120,3497163,27,0,LG9
0,TIG120_3497190,TIG120_3497196,TIG120,3497190,6,0,LG9
0,TIG120_3497196,TIG120_3497230,TIG120,3497196,34,0,LG9
0,TIG120_3497230,TIG120_3529376,TIG120,3497230,32146,0,LG9
1,TIG120_3529376,TIG120_3556976,TIG120,3529376,27600,1.13636364,LG9
0,TIG120_3556976,TIG120_3557032,TIG120,3556976,56,0,LG9
0,TIG120_3557032,TIG120_3600013,TIG120,3557032,42981,0,LG9
0,TIG120_3600013,TIG120_3600062,TIG120,3600013,49,0,LG9
0,TIG120_3600062,TIG120_3600082,TIG120,3600062,20,0,LG9
0,TIG120_3600082,TIG120_3644499,TIG120,3600082,44417,0,LG9
0,TIG120_3644499,TIG120_3644532,TIG120,3644499,33,0,LG9
0,TIG120_3644532,TIG120_3644699,TIG120,3644532,167,0,LG9
0,TIG120_3644699,TIG120_3644748,TIG120,3644699,49,0,LG9
3,TIG120_3644748,TIG120_4062718,TIG120,3644748,417970,3.40909091,LG9
0,TIG120_4062718,TIG120_4062765,TIG120,4062718,47,0,LG9
0,TIG120_4062765,TIG120_4062772,TIG120,4062765,7,0,LG9
0,TIG120_4062772,TIG120_4064062,TIG120,4062772,1290,0,LG9
2,TIG120_4064062,TIG120_4070851,TIG120,4064062,6789,2.27272727,LG9
1,TIG120_4070851,TIG120_4091951,TIG120,4070851,21100,1.13636363,LG9
0,TIG120_4091951,TIG120_4094694,TIG120,4091951,2743,0,LG9
0,TIG120_4094694,TIG120_4094746,TIG120,4094694,52,0,LG9
0,TIG120_4094746,TIG120_4094883,TIG120,4094746,137,0,LG9
0,TIG120_4094883,TIG120_4103782,TIG120,4094883,8899,0,LG9
0,TIG120_4103782,TIG120_4103796,TIG120,4103782,14,0,LG9
0,TIG120_4103796,TIG120_4103869,TIG120,4103796,73,0,LG9
0,TIG120_4103869,TIG120_4136945,TIG120,4103869,33076,0,LG9
0,TIG120_4136945,TIG120_4185126,TIG120,4136945,48181,0,LG9
0,TIG120_4185126,TIG120_4185142,TIG120,4185126,16,0,LG9
0,TIG120_4185142,TIG120_4203215,TIG120,4185142,18073,0,LG9
0,TIG120_4203215,TIG120_4209838,TIG120,4203215,6623,0,LG9
0,TIG120_4209838,TIG120_4213583,TIG120,4209838,3745,0,LG9
0,TIG120_4213583,TIG120_4239758,TIG120,4213583,26175,0,LG9
0,TIG120_4239758,TIG120_4239766,TIG120,4239758,8,0,LG9
0,TIG120_4239766,TIG120_4289625,TIG120,4239766,49859,0,LG9
0,TIG120_4289625,TIG120_4289736,TIG120,4289625,111,0,LG9
11,TIG120_4289736,TIG120_4385963,TIG120,4289736,96227,12.50000005,LG9
0,TIG120_4385963,TIG120_4406861,TIG120,4385963,20898,0,LG9
0,TIG058_20151,TIG058_20199,TIG058,20151,48,0,LG10_TIG058
0,TIG058_20199,TIG058_20422,TIG058,20199,223,0,LG10_TIG058
0,TIG058_20422,TIG058_20854,TIG058,20422,432,0,LG10_TIG058
0,TIG058_20854,TIG058_37744,TIG058,20854,16890,0,LG10_TIG058
0,TIG058_37744,TIG058_37774,TIG058,37744,30,0,LG10_TIG058
0,TIG058_37774,TIG058_37808,TIG058,37774,34,0,LG10_TIG058
0,TIG058_37808,TIG058_37941,TIG058,37808,133,0,LG10_TIG058
0,TIG058_37941,TIG058_37962,TIG058,37941,21,0,LG10_TIG058
0,TIG058_37962,TIG058_48220,TIG058,37962,10258,0,LG10_TIG058
0,TIG058_48220,TIG058_48264,TIG058,48220,44,0,LG10_TIG058
0,TIG058_48264,TIG058_48281,TIG058,48264,17,0,LG10_TIG058
0,TIG058_48281,TIG058_48307,TIG058,48281,26,0,LG10_TIG058
16,TIG058_48307,TIG058_255214,TIG058,48307,206907,18.18181818,LG10_TIG058
3,TIG058_255214,TIG058_322719,TIG058,255214,67505,3.40909091,LG10_TIG058
0,TIG019_72179,TIG019_161655,TIG019,72179,89476,0,LG10_TIG058
1,TIG019_161655,TIG019_168864,TIG019,161655,7209,1.13636364,LG10_TIG058
0,TIG019_168864,TIG019_294390,TIG019,168864,125526,0,LG10_TIG058
0,TIG019_294390,TIG019_294411,TIG019,294390,21,0,LG10_TIG058
0,TIG019_294411,TIG019_294438,TIG019,294411,27,0,LG10_TIG058
0,TIG019_294438,TIG019_294451,TIG019,294438,13,0,LG10_TIG058
0,TIG019_294451,TIG019_296476,TIG019,294451,2025,0,LG10_TIG058
0,TIG019_296476,TIG019_296500,TIG019,296476,24,0,LG10_TIG058
0,TIG019_296500,TIG019_296535,TIG019,296500,35,0,LG10_TIG058
0,TIG019_296535,TIG019_296550,TIG019,296535,15,0,LG10_TIG058
0,TIG019_296550,TIG019_332648,TIG019,296550,36098,0,LG10_TIG058
0,TIG019_332648,TIG019_332654,TIG019,332648,6,0,LG10_TIG058
0,TIG019_332654,TIG019_332698,TIG019,332654,44,0,LG10_TIG058
0,TIG019_332698,TIG019_337325,TIG019,332698,4627,0,LG10_TIG058
0,TIG019_337325,TIG019_337343,TIG019,337325,18,0,LG10_TIG058
0,TIG019_337343,TIG019_337366,TIG019,337343,23,0,LG10_TIG058
0,TIG019_337366,TIG019_337514,TIG019,337366,148,0,LG10_TIG058
0,TIG019_337514,TIG019_337556,TIG019,337514,42,0,LG10_TIG058
0,TIG019_337556,TIG019_337571,TIG019,337556,15,0,LG10_TIG058
0,TIG019_337571,TIG019_337580,TIG019,337571,9,0,LG10_TIG058
1,TIG019_337580,TIG019_496533,TIG019,337580,158953,1.13636364,LG10_TIG058
1,TIG019_496533,TIG019_621170,TIG019,496533,124637,1.13636363,LG10_TIG058
0,TIG019_621170,TIG019_645296,TIG019,621170,24126,0,LG10_TIG058
8,TIG019_645296,TIG019_750661,TIG019,645296,105365,9.09090909,LG10_TIG058
0,TIG019_750661,TIG019_750766,TIG019,750661,105,0,LG10_TIG058
0,TIG019_750766,TIG019_775236,TIG019,750766,24470,0,LG10_TIG058
0,TIG019_775236,TIG019_813150,TIG019,775236,37914,0,LG10_TIG058
0,TIG019_813150,TIG019_813267,TIG019,813150,117,0,LG10_TIG058
0,TIG019_813267,TIG019_813277,TIG019,813267,10,0,LG10_TIG058
0,TIG019_813277,TIG019_845775,TIG019,813277,32498,0,LG10_TIG058
0,TIG019_845775,TIG019_845802,TIG019,845775,27,0,LG10_TIG058
0,TIG019_845802,TIG019_845821,TIG019,845802,19,0,LG10_TIG058
0,TIG019_845821,TIG019_848161,TIG019,845821,2340,0,LG10_TIG058
0,TIG019_848161,TIG019_861117,TIG019,848161,12956,0,LG10_TIG058
0,TIG019_861117,TIG019_861202,TIG019,861117,85,0,LG10_TIG058
0,TIG019_861202,TIG019_911367,TIG019,861202,50165,0,LG10_TIG058
0,TIG019_911367,TIG019_911393,TIG019,911367,26,0,LG10_TIG058
0,TIG019_911393,TIG019_916258,TIG019,911393,4865,0,LG10_TIG058
0,TIG019_916258,TIG019_916265,TIG019,916258,7,0,LG10_TIG058
0,TIG019_916265,TIG019_921270,TIG019,916265,5005,0,LG10_TIG058
0,TIG019_921270,TIG019_924972,TIG019,921270,3702,0,LG10_TIG058
0,TIG019_924972,TIG019_925192,TIG019,924972,220,0,LG10_TIG058
0,TIG019_925192,TIG019_925272,TIG019,925192,80,0,LG10_TIG058
0,TIG019_925272,TIG019_1010945,TIG019,925272,85673,0,LG10_TIG058
0,TIG019_1010945,TIG019_1010969,TIG019,1010945,24,0,LG10_TIG058
0,TIG019_1010969,TIG019_1064217,TIG019,1010969,53248,0,LG10_TIG058
0,TIG019_1064217,TIG019_1080445,TIG019,1064217,16228,0,LG10_TIG058
0,TIG019_1080445,TIG019_1192793,TIG019,1080445,112348,0,LG10_TIG058
1,TIG019_1192793,TIG019_1611663,TIG019,1192793,418870,1.13636364,LG10_TIG058
0,TIG019_1611663,TIG019_1611685,TIG019,1611663,22,0,LG10_TIG058
0,TIG019_1611685,TIG019_1611716,TIG019,1611685,31,0,LG10_TIG058
0,TIG019_1611716,TIG019_1611731,TIG019,1611716,15,0,LG10_TIG058
0,TIG019_1611731,TIG019_1611761,TIG019,1611731,30,0,LG10_TIG058
0,TIG019_1611761,TIG019_1671521,TIG019,1611761,59760,0,LG10_TIG058
0,TIG019_1671521,TIG019_1731291,TIG019,1671521,59770,0,LG10_TIG058
16,TIG019_1731291,TIG019_2036560,TIG019,1731291,305269,18.18181818,LG10_TIG058
0,TIG019_2036560,TIG019_2096897,TIG019,2036560,60337,0,LG10_TIG058
0,TIG019_2096897,TIG019_2096938,TIG019,2096897,41,0,LG10_TIG058
0,TIG019_2096938,TIG019_2097003,TIG019,2096938,65,0,LG10_TIG058
0,TIG019_2097003,TIG019_2117204,TIG019,2097003,20201,0,LG10_TIG058
0,TIG019_2117204,TIG019_2117331,TIG019,2117204,127,0,LG10_TIG058
0,TIG019_2117331,TIG019_2164958,TIG019,2117331,47627,0,LG10_TIG058
0,TIG019_2164958,TIG019_2164968,TIG019,2164958,10,0,LG10_TIG058
0,TIG019_2164968,TIG019_2245302,TIG019,2164968,80334,0,LG10_TIG058
0,TIG019_2245302,TIG019_2248584,TIG019,2245302,3282,0,LG10_TIG058
0,TIG019_2248584,TIG019_2248639,TIG019,2248584,55,0,LG10_TIG058
0,TIG019_2248639,TIG019_2263049,TIG019,2248639,14410,0,LG10_TIG058
0,TIG019_2263049,TIG019_2272774,TIG019,2263049,9725,0,LG10_TIG058
0,TIG019_2272774,TIG019_2328026,TIG019,2272774,55252,0,LG10_TIG058
0,TIG019_2328026,TIG019_2328066,TIG019,2328026,40,0,LG10_TIG058
0,TIG019_2328066,TIG019_2328165,TIG019,2328066,99,0,LG10_TIG058
0,TIG019_2328165,TIG019_2328177,TIG019,2328165,12,0,LG10_TIG058
0,TIG019_2328177,TIG019_2342343,TIG019,2328177,14166,0,LG10_TIG058
0,TIG019_2342343,TIG019_2357544,TIG019,2342343,15201,0,LG10_TIG058
0,TIG019_2357544,TIG019_2357553,TIG019,2357544,9,0,LG10_TIG058
0,TIG019_2357553,TIG019_2357588,TIG019,2357553,35,0,LG10_TIG058
4,TIG019_2357588,TIG019_2527460,TIG019,2357588,169872,4.54545455,LG10_TIG058
0,TIG019_2527460,TIG019_2531735,TIG019,2527460,4275,0,LG10_TIG058
0,TIG019_2531735,TIG019_2531756,TIG019,2531735,21,0,LG10_TIG058
1,TIG019_2531756,TIG019_2663621,TIG019,2531756,131865,1.13636363,LG10_TIG058
0,TIG019_2663621,TIG019_2766571,TIG019,2663621,102950,0,LG10_TIG058
13,TIG019_2766571,TIG019_2930038,TIG019,2766571,163467,14.77272728,LG10_TIG058
2,TIG019_2930038,TIG019_2954035,TIG019,2930038,23997,2.27272727,LG10_TIG058
0,TIG019_2954035,TIG019_2956145,TIG019,2954035,2110,0,LG10_TIG058
2,TIG019_2956145,TIG019_2990124,TIG019,2956145,33979,2.27272727,LG10_TIG058
0,TIG019_2990124,TIG019_2997210,TIG019,2990124,7086,0,LG10_TIG058
0,TIG019_2997210,TIG019_2999370,TIG019,2997210,2160,0,LG10_TIG058
0,TIG019_2999370,TIG019_3006329,TIG019,2999370,6959,0,LG10_TIG058
0,TIG019_3006329,TIG019_3016490,TIG019,3006329,10161,0,LG10_TIG058
0,TIG019_3016490,TIG019_3016597,TIG019,3016490,107,0,LG10_TIG058
0,TIG019_3016597,TIG019_3016607,TIG019,3016597,10,0,LG10_TIG058
0,TIG019_3016607,TIG019_3016685,TIG019,3016607,78,0,LG10_TIG058
0,TIG019_3016685,TIG019_3021666,TIG019,3016685,4981,0,LG10_TIG058
0,TIG019_3021666,TIG019_3021916,TIG019,3021666,250,0,LG10_TIG058
0,TIG019_3021916,TIG019_3021950,TIG019,3021916,34,0,LG10_TIG058
0,TIG019_3021950,TIG019_3021972,TIG019,3021950,22,0,LG10_TIG058
6,TIG019_3021972,TIG019_3273747,TIG019,3021972,251775,6.81818182,LG10_TIG058
0,TIG019_3273747,TIG019_3307016,TIG019,3273747,33269,0,LG10_TIG058
0,TIG019_3307016,TIG019_3307021,TIG019,3307016,5,0,LG10_TIG058
0,TIG019_3307021,TIG019_3307422,TIG019,3307021,401,0,LG10_TIG058
0,TIG019_3307422,TIG019_3319905,TIG019,3307422,12483,0,LG10_TIG058
1,TIG019_3319905,TIG019_3361566,TIG019,3319905,41661,1.13636364,LG10_TIG058
0,TIG019_3361566,TIG019_3361593,TIG019,3361566,27,0,LG10_TIG058
0,TIG019_3361593,TIG019_3378005,TIG019,3361593,16412,0,LG10_TIG058
0,TIG019_3378005,TIG019_3378021,TIG019,3378005,16,0,LG10_TIG058
0,TIG019_3378021,TIG019_3378029,TIG019,3378021,8,0,LG10_TIG058
0,TIG019_3378029,TIG019_3378215,TIG019,3378029,186,0,LG10_TIG058
0,TIG019_3378215,TIG019_3472751,TIG019,3378215,94536,0,LG10_TIG058
0,TIG019_3472751,TIG019_3508249,TIG019,3472751,35498,0,LG10_TIG058
0,TIG019_3508249,TIG019_3523339,TIG019,3508249,15090,0,LG10_TIG058
0,TIG019_3523339,TIG019_3523345,TIG019,3523339,6,0,LG10_TIG058
0,TIG019_3523345,TIG019_3535960,TIG019,3523345,12615,0,LG10_TIG058
0,TIG019_3535960,TIG019_3535970,TIG019,3535960,10,0,LG10_TIG058
0,TIG019_3535970,TIG019_3683765,TIG019,3535970,147795,0,LG10_TIG058
0,TIG019_3683765,TIG019_3683780,TIG019,3683765,15,0,LG10_TIG058
0,TIG019_3683780,TIG019_3714482,TIG019,3683780,30702,0,LG10_TIG058
0,TIG019_3714482,TIG019_3715275,TIG019,3714482,793,0,LG10_TIG058
0,TIG019_3715275,TIG019_3715295,TIG019,3715275,20,0,LG10_TIG058
0,TIG019_3715295,TIG019_3715343,TIG019,3715295,48,0,LG10_TIG058
0,TIG019_3715343,TIG019_3746575,TIG019,3715343,31232,0,LG10_TIG058
0,TIG019_3746575,TIG019_3746596,TIG019,3746575,21,0,LG10_TIG058
0,TIG019_3746596,TIG019_3746728,TIG019,3746596,132,0,LG10_TIG058
0,TIG019_3746728,TIG019_3746914,TIG019,3746728,186,0,LG10_TIG058
0,TIG019_3746914,TIG019_3746923,TIG019,3746914,9,0,LG10_TIG058
0,TIG019_3746923,TIG019_3765522,TIG019,3746923,18599,0,LG10_TIG058
0,TIG019_3765522,TIG019_3765529,TIG019,3765522,7,0,LG10_TIG058
0,TIG019_3765529,TIG019_3765547,TIG019,3765529,18,0,LG10_TIG058
0,TIG019_3765547,TIG019_3765587,TIG019,3765547,40,0,LG10_TIG058
0,TIG019_3765587,TIG019_3765600,TIG019,3765587,13,0,LG10_TIG058
0,TIG019_3765600,TIG019_3825094,TIG019,3765600,59494,0,LG10_TIG058
0,TIG019_3825094,TIG019_3831975,TIG019,3825094,6881,0,LG10_TIG058
0,TIG070_293963,TIG070_180063,TIG070,293963,113900,0,LG10_TIG058
0,TIG070_180063,TIG070_180009,TIG070,180063,54,0,LG10_TIG058
0,TIG070_180009,TIG070_179632,TIG070,180009,377,0,LG10_TIG058
0,TIG070_179632,TIG070_179588,TIG070,179632,44,0,LG10_TIG058
0,TIG070_179588,TIG070_179548,TIG070,179588,40,0,LG10_TIG058
0,TIG070_179548,TIG070_83792,TIG070,179548,95756,0,LG10_TIG058
0,TIG118_83501,TIG118_83569,TIG118,83501,68,0,LG12
0,TIG118_83569,TIG118_83578,TIG118,83569,9,0,LG12
10,TIG118_83578,TIG118_246648,TIG118,83578,163070,11.36363636,LG12
0,TIG118_246648,TIG118_247168,TIG118,246648,520,0,LG12
0,TIG118_247168,TIG118_247227,TIG118,247168,59,0,LG12
0,TIG118_247227,TIG118_247378,TIG118,247227,151,0,LG12
0,TIG118_247378,TIG118_247408,TIG118,247378,30,0,LG12
0,TIG118_247408,TIG118_261832,TIG118,247408,14424,0,LG12
0,TIG118_261832,TIG118_294693,TIG118,261832,32861,0,LG12
0,TIG118_294693,TIG118_294718,TIG118,294693,25,0,LG12
0,TIG118_294718,TIG118_294769,TIG118,294718,51,0,LG12
0,TIG118_294769,TIG118_294881,TIG118,294769,112,0,LG12
0,TIG118_294881,TIG118_294904,TIG118,294881,23,0,LG12
0,TIG118_294904,TIG118_294909,TIG118,294904,5,0,LG12
0,TIG118_294909,TIG118_308408,TIG118,294909,13499,0,LG12
0,TIG118_308408,TIG118_311637,TIG118,308408,3229,0,LG12
0,TIG118_311637,TIG118_311672,TIG118,311637,35,0,LG12
0,TIG118_311672,TIG118_311681,TIG118,311672,9,0,LG12
0,TIG118_311681,TIG118_328275,TIG118,311681,16594,0,LG12
0,TIG118_328275,TIG118_328382,TIG118,328275,107,0,LG12
0,TIG118_328382,TIG118_328390,TIG118,328382,8,0,LG12
0,TIG118_328390,TIG118_328486,TIG118,328390,96,0,LG12
0,TIG118_328486,TIG118_418846,TIG118,328486,90360,0,LG12
0,TIG118_418846,TIG118_418863,TIG118,418846,17,0,LG12
0,TIG118_418863,TIG118_418877,TIG118,418863,14,0,LG12
0,TIG118_418877,TIG118_452289,TIG118,418877,33412,0,LG12
0,TIG118_452289,TIG118_452573,TIG118,452289,284,0,LG12
5,TIG118_452573,TIG118_637090,TIG118,452573,184517,5.68181819,LG12
0,TIG118_637090,TIG118_637107,TIG118,637090,17,0,LG12
0,TIG118_637107,TIG118_637108,TIG118,637107,1,0,LG12
0,TIG118_637108,TIG118_745753,TIG118,637108,108645,0,LG12
0,TIG118_745753,TIG118_801577,TIG118,745753,55824,0,LG12
0,TIG118_801577,TIG118_801641,TIG118,801577,64,0,LG12
0,TIG118_801641,TIG118_824730,TIG118,801641,23089,0,LG12
0,TIG118_824730,TIG118_824747,TIG118,824730,17,0,LG12
0,TIG118_824747,TIG118_838761,TIG118,824747,14014,0,LG12
0,TIG118_838761,TIG118_838785,TIG118,838761,24,0,LG12
0,TIG118_838785,TIG118_843724,TIG118,838785,4939,0,LG12
0,TIG118_843724,TIG118_843781,TIG118,843724,57,0,LG12
0,TIG118_843781,TIG118_843795,TIG118,843781,14,0,LG12
0,TIG118_843795,TIG118_858650,TIG118,843795,14855,0,LG12
0,TIG118_858650,TIG118_858756,TIG118,858650,106,0,LG12
0,TIG118_858756,TIG118_858772,TIG118,858756,16,0,LG12
0,TIG118_858772,TIG118_858783,TIG118,858772,11,0,LG12
0,TIG118_858783,TIG118_1006916,TIG118,858783,148133,0,LG12
0,TIG118_1006916,TIG118_1006929,TIG118,1006916,13,0,LG12
0,TIG118_1006929,TIG118_1006976,TIG118,1006929,47,0,LG12
0,TIG118_1006976,TIG118_1007022,TIG118,1006976,46,0,LG12
0,TIG118_1007022,TIG118_1007176,TIG118,1007022,154,0,LG12
0,TIG118_1007176,TIG118_1007332,TIG118,1007176,156,0,LG12
0,TIG118_1007332,TIG118_1007450,TIG118,1007332,118,0,LG12
0,TIG118_1007450,TIG118_1008828,TIG118,1007450,1378,0,LG12
0,TIG118_1008828,TIG118_1008857,TIG118,1008828,29,0,LG12
0,TIG118_1008857,TIG118_1008874,TIG118,1008857,17,0,LG12
0,TIG118_1008874,TIG118_1009050,TIG118,1008874,176,0,LG12
0,TIG118_1009050,TIG118_1009073,TIG118,1009050,23,0,LG12
0,TIG118_1009073,TIG118_1009079,TIG118,1009073,6,0,LG12
0,TIG118_1009079,TIG118_1015324,TIG118,1009079,6245,0,LG12
0,TIG118_1015324,TIG118_1024332,TIG118,1015324,9008,0,LG12
0,TIG118_1024332,TIG118_1036735,TIG118,1024332,12403,0,LG12
0,TIG118_1036735,TIG118_1040047,TIG118,1036735,3312,0,LG12
0,TIG118_1040047,TIG118_1181852,TIG118,1040047,141805,0,LG12
0,TIG118_1181852,TIG118_1181872,TIG118,1181852,20,0,LG12
0,TIG118_1181872,TIG118_1181911,TIG118,1181872,39,0,LG12
0,TIG118_1181911,TIG118_1254000,TIG118,1181911,72089,0,LG12
0,TIG118_1254000,TIG118_1254019,TIG118,1254000,19,0,LG12
0,TIG118_1254019,TIG118_1281316,TIG118,1254019,27297,0,LG12
0,TIG118_1281316,TIG118_1281396,TIG118,1281316,80,0,LG12
0,TIG118_1281396,TIG118_1281524,TIG118,1281396,128,0,LG12
0,TIG118_1281524,TIG118_1281544,TIG118,1281524,20,0,LG12
0,TIG118_1281544,TIG118_1281577,TIG118,1281544,33,0,LG12
0,TIG118_1281577,TIG118_1281599,TIG118,1281577,22,0,LG12
0,TIG118_1281599,TIG118_1331507,TIG118,1281599,49908,0,LG12
0,TIG118_1331507,TIG118_1337488,TIG118,1331507,5981,0,LG12
0,TIG118_1337488,TIG118_1397923,TIG118,1337488,60435,0,LG12
0,TIG118_1397923,TIG118_1397982,TIG118,1397923,59,0,LG12
0,TIG121_6208057,TIG121_6208010,TIG121,6208057,47,0,LG12
0,TIG121_6208010,TIG121_6207987,TIG121,6208010,23,0,LG12
0,TIG121_6207987,TIG121_6207972,TIG121,6207987,15,0,LG12
0,TIG121_6207972,TIG121_6207970,TIG121,6207972,2,0,LG12
0,TIG121_6207970,TIG121_6207938,TIG121,6207970,32,0,LG12
0,TIG121_6207938,TIG121_6207932,TIG121,6207938,6,0,LG12
0,TIG121_6207932,TIG121_6207867,TIG121,6207932,65,0,LG12
3,TIG121_6207867,TIG121_6096307,TIG121,6207867,111560,3.4090909,LG12
0,TIG121_6096307,TIG121_6041362,TIG121,6096307,54945,0,LG12
0,TIG121_6041362,TIG121_6004334,TIG121,6041362,37028,0,LG12
0,TIG121_6004334,TIG121_5981336,TIG121,6004334,22998,0,LG12
0,TIG121_5981336,TIG121_5981324,TIG121,5981336,12,0,LG12
0,TIG121_5981324,TIG121_5981206,TIG121,5981324,118,0,LG12
0,TIG121_5981206,TIG121_5981200,TIG121,5981206,6,0,LG12
0,TIG121_5981200,TIG121_5981189,TIG121,5981200,11,0,LG12
0,TIG121_5981189,TIG121_5981085,TIG121,5981189,104,0,LG12
1,TIG121_5981085,TIG121_5954337,TIG121,5981085,26748,1.13636364,LG12
0,TIG121_5954337,TIG121_5954323,TIG121,5954337,14,0,LG12
0,TIG121_5954323,TIG121_5954242,TIG121,5954323,81,0,LG12
0,TIG121_5954242,TIG121_5933899,TIG121,5954242,20343,0,LG12
0,TIG121_5933899,TIG121_5929357,TIG121,5933899,4542,0,LG12
0,TIG121_5929357,TIG121_5929153,TIG121,5929357,204,0,LG12
0,TIG121_5929153,TIG121_5929063,TIG121,5929153,90,0,LG12
0,TIG121_5929063,TIG121_5928953,TIG121,5929063,110,0,LG12
0,TIG121_5928953,TIG121_5913929,TIG121,5928953,15024,0,LG12
0,TIG121_5913929,TIG121_5912446,TIG121,5913929,1483,0,LG12
0,TIG121_5912446,TIG121_5882189,TIG121,5912446,30257,0,LG12
0,TIG121_5882189,TIG121_5877606,TIG121,5882189,4583,0,LG12
0,TIG121_5877606,TIG121_5841514,TIG121,5877606,36092,0,LG12
0,TIG121_5841514,TIG121_5841496,TIG121,5841514,18,0,LG12
3,TIG121_5841496,TIG121_5699348,TIG121,5841496,142148,3.40909091,LG12
0,TIG121_5699348,TIG121_5699308,TIG121,5699348,40,0,LG12
0,TIG121_5699308,TIG121_5694505,TIG121,5699308,4803,0,LG12
0,TIG121_5694505,TIG121_5694489,TIG121,5694505,16,0,LG12
0,TIG121_5694489,TIG121_5694432,TIG121,5694489,57,0,LG12
0,TIG121_5694432,TIG121_5641210,TIG121,5694432,53222,0,LG12
0,TIG121_5641210,TIG121_5625724,TIG121,5641210,15486,0,LG12
1,TIG121_5625724,TIG121_5341467,TIG121,5625724,284257,1.13636364,LG12
0,TIG121_5341467,TIG121_5341457,TIG121,5341467,10,0,LG12
0,TIG121_5341457,TIG121_5324244,TIG121,5341457,17213,0,LG12
1,TIG121_5324244,TIG121_5258205,TIG121,5324244,66039,1.13636363,LG12
0,TIG121_5258205,TIG121_5251461,TIG121,5258205,6744,0,LG12
17,TIG121_5251461,TIG121_5203335,TIG121,5251461,48126,19.31818182,LG12
0,TIG121_5203335,TIG121_5202730,TIG121,5203335,605,0,LG12
0,TIG121_5202730,TIG121_5183654,TIG121,5202730,19076,0,LG12
0,TIG121_5183654,TIG121_5163072,TIG121,5183654,20582,0,LG12
0,TIG121_5163072,TIG121_4949154,TIG121,5163072,213918,0,LG12
0,TIG121_4949154,TIG121_4704084,TIG121,4949154,245070,0,LG12
0,TIG121_4704084,TIG121_4693378,TIG121,4704084,10706,0,LG12
0,TIG121_4693378,TIG121_4606833,TIG121,4693378,86545,0,LG12
0,TIG121_4606833,TIG121_4599685,TIG121,4606833,7148,0,LG12
1,TIG121_4599685,TIG121_4596011,TIG121,4599685,3674,1.13636364,LG12
0,TIG121_4596011,TIG121_4595978,TIG121,4596011,33,0,LG12
11,TIG121_4595978,TIG121_4309411,TIG121,4595978,286567,12.5,LG12
0,TIG121_4309411,TIG121_4309381,TIG121,4309411,30,0,LG12
1,TIG121_4309381,TIG121_4264081,TIG121,4309381,45300,1.13636363,LG12
0,TIG121_4264081,TIG121_4253122,TIG121,4264081,10959,0,LG12
0,TIG121_4253122,TIG121_4252940,TIG121,4253122,182,0,LG12
0,TIG121_4252940,TIG121_4110797,TIG121,4252940,142143,0,LG12
0,TIG121_4110797,TIG121_4110632,TIG121,4110797,165,0,LG12
0,TIG121_4110632,TIG121_3998434,TIG121,4110632,112198,0,LG12
0,TIG121_3998434,TIG121_3998412,TIG121,3998434,22,0,LG12
0,TIG121_3998412,TIG121_3998402,TIG121,3998412,10,0,LG12
2,TIG121_3998402,TIG121_3821570,TIG121,3998402,176832,2.27272728,LG12
0,TIG121_3821570,TIG121_3655030,TIG121,3821570,166540,0,LG12
0,TIG121_3655030,TIG121_3654849,TIG121,3655030,181,0,LG12
